time_slot,N_pick,T_find_mean,lambda,c,mu_data,Pw_data,Wq_data_min,T_service_min,T_total_mean,SL10_i,T_total_mean_day,SL10_day
08:00-10:00,850,3.5,425.0,3.0,164.44444444444446,0.7499898532103797,0.6585276759896014,0.36486486486486486,4.523392540854466,0.9993073133592125,,
10:00-12:00,1500,4.8,750.0,3.0,164.44444444444446,,,0.36486486486486486,,0.0,,
12:00-14:00,620,3.2,310.0,3.0,164.44444444444446,0.3919013656757124,0.1282586287665967,0.36486486486486486,3.693123493631462,0.9999999988684278,,
14:00-16:00,780,3.6,390.0,3.0,164.44444444444446,0.6318672440792734,0.3668906578524812,0.36486486486486486,4.331755522717346,0.9999806519671969,,
16:00-18:00,1650,5.2,825.0,3.0,164.44444444444446,,,0.36486486486486486,,0.0,,
18:00-20:00,520,3.0,260.0,3.0,164.44444444444446,0.2666200884353809,0.068559451311955,0.36486486486486486,3.43342431617682,0.9999999999983418,,
整日加权,5920,,,,,,,,,,4.078978403577357,0.46780339935596404
